,Unnamed: 0,Tags,Name,compound_sf,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],compound_mw,compound_rt,Area_Max,# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass Defect: Standard MD,Mass Defect: Relative MD,Mass Defect: Kendrick MD [H2],Mass Defect: Kendrick MD [C H2],Mass Defect: Kendrick MD [C2 H4],Mass Defect: Kendrick MD [C H3 O],Mass Defect: Kendrick MD [O],MS2,Neutral Losses,Kat-3_neg,Kat-3_pos,Kat-6_neg,Kat-6_pos,CV_Kat-3_neg,CV_Kat-3_pos,CV_Kat-6_neg,CV_Kat-6_pos,NrC,NrH,NrN,NrO,NrP,NrS,NrBr,NrCl,H/C,O/C,N/C,P/C,S/C,Br/C,Cl/C,DBE,Ox#C,DU,DBEAI,CAI,AI,AIcolor,NKM,KMD-CH2,KMD-OCH2,KMD-C2H4O,KMD-CO,KMD-H2,KMD-COO,KMD-H2O,KMD-O,KMD-O2,KMD-S,KMD-OS,KMD-Cl,KMD-Br,KMD-NH3,MolClass,good_pos_CV,good_neg_CV,sum_pos,sum_neg,Kat-3,CV_Kat-3,Kat-6,CV_Kat-6,P_value_Kat-6/Kat-3,Log2_Kat-6/Kat-3,Reg_Kat-6/Kat-3,compound_mq,compound_name,compound_folder,id_as_str,compound_id,compound_iso_smiles,compound_can_smiles,compound_name_iupac,compound_xlogp,KMD-C2H4,KMD-C3H8,KMD-C3H8O,KMD-C5H6O,KMD-CH4,KMD-C2O,KMD-C2H2O,KMD-C3H6O,KMDrem-CH2,KMDn-CH2,KMDrescaled-CH2,KMDrem-OCH2,KMDn-OCH2,KMDrescaled-OCH2,KMDrem-C2H4O,KMDn-C2H4O,KMDrescaled-C2H4O,KMDrem-CO,KMDn-CO,KMDrescaled-CO,KMDrem-H2,KMDn-H2,KMDrescaled-H2,KMDrem-COO,KMDn-COO,KMDrescaled-COO,KMDrem-H2O,KMDn-H2O,KMDrescaled-H2O,KMDrem-O,KMDn-O,KMDrescaled-O,KMDrem-O2,KMDn-O2,KMDrescaled-O2,KMDrem-S,KMDn-S,KMDrescaled-S,KMDrem-OS,KMDn-OS,KMDrescaled-OS,KMDrem-Cl,KMDn-Cl,KMDrescaled-Cl,KMDrem-Br,KMDn-Br,KMDrescaled-Br,KMDrem-NH3,KMDn-NH3,KMDrescaled-NH3,KMDrem-C2H4,KMDn-C2H4,KMDrescaled-C2H4,KMDrem-C3H8,KMDn-C3H8,KMDrescaled-C3H8,KMDrem-C3H8O,KMDn-C3H8O,KMDrescaled-C3H8O,KMDrem-C5H6O,KMDn-C5H6O,KMDrescaled-C5H6O,KMDrem-CH4,KMDn-CH4,KMDrescaled-CH4,KMDrem-C2O,KMDn-C2O,KMDrescaled-C2O,KMDrem-C2H2O,KMDn-C2H2O,KMDrescaled-C2H2O,KMDrem-C3H6O,KMDn-C3H6O,KMDrescaled-C3H6O
78,78,,,C19 H36 O2,Full match,No results,Partial match,-0.42,296.27141,11.616,8928369.23401482,87,0,,,0.271406268671853,916,-0.0289262029224915,-0.0594142972341274,-0.0594142972341274,0.0957575850491708,0.365602370815395,No MS2,,2670936.92385469,0.0,5842327.07570542,0.0,106.919778362195,1000.0,74.7017860825487,1000.0,19,36,0,2,0,0,0,0,1.89473684210526,0.105263157894736,0.0,0.0,0.0,0,0.0,2.0,-1.68421052631578,2.0,0.0,17,0.0,royalblue,296,0.05941066424531982,-0.16711293439232122,-0.09499963762164043,-0.3252288042670557,0.02892315103099463,-0.3399100536006472,-0.09762234321715368,-0.365605740722458,-0.365605740722458,0.4697856049071447,-0.47532453014270004,0.4646963027861375,0.4219771283291607,0.19055910344781068,CHO,0,0,0.0,8513263.99956011,2670936.92385469,106.919778362195,5842327.07570542,74.7017860825487,0.351670160792029,1.12919722191934,#d9d9d9,0.0,None,Ruthenium2,0078,Ruthenium2_0078,None,None,None,,0.05941066424531982,0.14950629972111074,0.012318253841669957,-0.12022685478063977,0.30704173215752917,-0.3090811100577753,-0.19690460219555916,-0.057713434563083865,C O2,18,3.138622114338216,C17 H32,2,7.872241109714263,C15 H28,2,4.7294345446670825,C17 H36,2,8.583048186627073,C19 O2,18,128.98559815678732,C17 H36,2,5.462210363537603,C19 H32,2,14.44987459288961,C19 H36,2,16.52285788615137,C19 H36,1,8.261428943075686,C19 H36 O2,0,9.2665729656152,C19 H36 O2,0,6.176571771092291,C19 H36 O2,0,8.472440691539303,C19 H36 O2,0,3.7541537138695302,C19 H36 O2,0,17.40056241813154,C O2,9,1.569311057169108,C7 H4 O2,4,2.723877589287409,C13 H20,2,2.9331300338379367,C9 H24,2,1.6112237462532013,C10 O2,9,9.480817402011876,C15 H36,2,5.407730038119665,C15 H32,2,5.052310118365188,C13 H24,2,3.1044454094334584
79,79,,NP-000615,C14 H12 O4,Full match,Full match,Full match,-1.24,244.07325,6.28,8742970.2200119,1624,2,70.3,45.9,0.0732549193523653,300,0.178203213857842,-0.199280501233289,-0.199280501233289,-0.0714473537222773,0.150855216797311,DDA for preferred ion,CO;CO2,7725308.26816026,0.0,228422.196501797,0.0,18.6295651158838,1000.0,48.3280080499262,1000.0,14,12,0,4,0,0,0,0,0.857142857142857,0.285714285714285,0.0,0.0,0.0,0,0.0,9.0,-0.285714285714285,9.0,5.0,10,0.5,darkorange,244,0.19928549267382323,0.012671634383565333,0.0720797517953713,-0.11758681423586381,-0.1781977968364572,-0.1296814683873322,0.06991912388158994,-0.1508499971589572,-0.1508499971589572,-0.2864573082063373,-0.2412381366013392,-0.29064995881981304,-0.32584271584974545,0.30732772931281716,CHO,0,1,0.0,7953730.46466205,7725308.26816026,18.6295651158838,228422.196501797,48.3280080499262,0.000845277415881643,-5.0798177491634,#a6611a,0.703,NP-000615,Ruthenium2,0079,Ruthenium2_0079,None,None,None,,0.19928549267382323,0.2735077558391765,0.16048999209698422,0.05129715626765119,0.40328803057073515,-0.10428407872836942,-0.011871230497149554,0.10279673782065402,C8 O4,6,11.414358787677376,C10 H4,4,4.132921237397533,C8 O,3,2.543823384757627,C10 H12,4,4.718496276263655,C14 O4,6,115.08925213188142,C10 H12,4,3.002828214418921,C14 H4,4,9.551688308887975,C14 H12,4,11.259447435024917,C14 H12,2,5.629723717512459,C14 H12 O4,0,7.6339614513453675,C14 H12 O4,0,5.0883655669629935,C14 H12 O4,0,6.979741688542026,C14 H12 O4,0,3.092736100006783,C14 H12 O4,0,14.334881214948304,C8 O4,3,5.707179393838688,C11 H4 O4,1,4.53924546978165,C11 H4 O3,1,3.0639969762859054,C4 O2,2,0.9749879457458883,C11 O4,3,12.224813764464328,C6 H12,4,2.102614824576018,C6 H4,4,1.8098138099491607,C8 O2,2,2.2051295155937782
80,80,,,C18 H36 O5,Full match,No results,Partial match,-1.09,332.25591,13.241,8624451.17871383,3,0,,,0.255910286099208,770,-0.323815745974059,-0.115091052338357,-0.115091052338357,0.0589276815251765,0.361547249373075,No MS2,,0.0,178151.382484469,0.0,7721514.55960657,1000.0,16.5082712101431,1000.0,16.5374966639947,18,36,0,5,0,0,0,0,2.0,0.277777777777777,0.0,0.0,0.0,0,0.0,1.0,-1.44444444444444,1.0,-4.0,13,0.0,royalblue,332,0.11509144372911351,-0.13894523298517925,-0.05807320742707134,-0.3162655226163906,0.3238167593216872,-0.33272992550053004,-0.06101446130742261,-0.36154655653393775,-0.36154655653393775,0.45385176944120076,-0.48459155848985347,0.44814433142863663,0.40023657622651854,0.2621688954896513,CHO,2,0,7899665.94209103,0.0,178151.382484469,16.5082712101431,7721514.55960657,16.5374966639947,0.000514780871335766,5.43770827280952,#018571,0.0,None,Ruthenium2,0080,Ruthenium2_0080,None,None,None,,0.11509144372911351,0.21612990488881678,0.062279288574586644,-0.08636446912504425,0.3927992583758737,-0.29815656355782494,-0.17235533386656243,-0.016258300859931296,O5,18,5.706090886261813,C13 H26,5,6.071310312096154,C8 H16,5,2.546782664742388,C13 H36,5,6.868451065961259,C18 O5,18,146.83827233530374,C13 H36,5,4.371049046700939,C18 H26,5,13.447854361431666,C18 H36,5,15.7726194331547,C18 H36 O,2,8.38630971657735,C18 H36 O5,0,10.392078525215071,C18 H36 O5,0,6.926769918069325,C18 H36 O5,0,9.501492007175772,C18 H36 O5,0,4.2101282032769145,C18 H36 O5,0,19.514011458509483,O5,9,2.8530454431309065,C6 H4 O5,4,3.5405507689939855,C6 H4 O,4,1.5323014103453134,C3 H18 O2,3,1.0498381529436493,C9 O5,9,11.725472768035157,C8 H36,5,3.3074630217000878,C8 H26,5,2.908874273818907,C3 H6,5,0.724424522349232
81,81,,,C22 H44 O7,Full match,No results,Partial match,-0.55,420.30847,13.241,8554625.04409242,2,0,,,0.308472806199063,734,0.0450825240955623,-0.160849186699295,-0.160849186699295,0.0592869975053532,0.442105073770449,DDA for other ion,NH3,0.0,126346.534567235,0.0,7636258.80889818,1000.0,12.9958881556524,1000.0,17.007883278181,22,44,0,7,0,0,0,0,2.0,0.318181818181818,0.0,0.0,0.0,0,0.0,1.0,-1.36363636363636,1.0,-6.0,15,0.0,royalblue,420,0.16085212336435006,-0.16050789973849078,-0.05820363274102647,-0.38482059784774947,-0.045078816894942975,-0.4056483025700004,-0.06192436089406783,-0.4421017522624311,-0.4421017522624311,0.32437449440885757,0.40224456346373927,0.31715450383387633,0.2565505094906939,0.3469071997690776,CHO,2,0,7762605.34346541,0.0,126346.534567235,12.9958881556524,7636258.80889818,17.007883278181,0.000558856579144935,5.91740799984646,#018571,0.0,None,Ruthenium2,0081,Ruthenium2_0081,None,None,None,,0.16085212336435006,0.28866721932820383,0.09404399305782363,-0.09399248272313798,-0.487843526078791,-0.36191250608447945,-0.20277215437283758,-0.005307178912914878,O7,22,7.988527240766539,C15 H30,7,7.005358052418639,C8 H16,7,2.546782664742388,C15 H44,7,8.01375194269358,C22 O7,22,186.52265537853282,C15 H44,7,5.099912986670778,C22 H30,7,16.33678655438263,C22 H44,7,19.277645973855744,C22 H44 O,3,10.138822986927872,C22 H44 O7,0,13.146120608277974,C22 H44 O7,0,8.762458111511098,C22 H44 O7,0,12.019516555985302,C22 H44 O7,0,5.3258694112346046,C22 H44 O7,0,24.68548977593247,O7,11,3.9942636203832693,C7 H4 O7,5,4.5388992319018895,C7 H4 O2,5,1.9984364923032252,C2 H20 O3,4,1.1231003185189161,C11 O7,11,15.21800480154977,C8 H44,7,3.5090536572729127,C8 H30,7,3.0048334726356862,C H2,7,0.24147484078307738
82,82,,,C18 H12 O2,Full match,No results,Partial match,-0.13,260.08369,7.468,8376751.21664996,2711,0,,,0.0836947207443473,322,0.0643335686397108,-0.206718168417183,-0.206718168417183,-0.0704995674752809,0.166385354249371,No MS2,,7456411.67142687,0.0,139413.90771201,0.0,17.4555365797516,1000.0,7.19235445393695,1000.0,18,12,0,2,0,0,0,0,0.666666666666666,0.111111111111111,0.0,0.0,0.0,0,0.0,13.0,-0.444444444444444,13.0,11.0,16,0.6875,orangered,260,0.20672296656056233,0.007867824224092601,0.07117292788632312,-0.1309351702482786,-0.06432831353328083,-0.14382319579385694,0.0688705695552585,-0.16638031368694328,-0.16638031368694328,-0.3108830391932429,-0.26269763169869975,-0.31535071454248964,-0.3528520060999085,0.3218524351971723,CHO,0,2,0.0,7595825.57913888,7456411.67142687,17.4555365797516,139413.90771201,7.19235445393695,0.000623078248897977,-5.74103511946809,#a6611a,0.0,None,Ruthenium2,0082,Ruthenium2_0082,None,None,None,,0.20672296656056233,0.28581397749354664,0.16538260277462768,0.04902705924797601,0.42410743137014606,-0.1167598169972166,-0.01828497564781628,0.10390485189327592,C12 O2,6,12.556665472506614,C16 H8,2,6.666405726257543,C14 H4,2,3.907474242600433,C16 H12,2,7.290391957262375,C18 O2,6,123.03218381588343,C16 H12,2,4.639570189673917,C18 H8,2,12.44062050183894,C18 H12,2,14.260401247011593,C18 H12,1,7.130200623505797,C18 H12 O2,0,8.134716334365875,C18 H12 O2,0,5.4221403601014995,C18 H12 O2,0,7.437582582163941,C18 H12 O2,0,3.2956062237089743,C18 H12 O2,0,15.275187478171473,C12 O2,3,6.278332736253307,C15 H4 O2,1,4.902596036184306,C15 H4 O,1,3.3305776164196192,C8,2,1.1701342993467254,C15 O2,3,13.223495757322668,C14 H12,2,4.502919986198392,C14 H8,2,4.190912490275782,C12,2,2.4809678404383635
83,83,,,C22 H20,Full match,No results,Partial match,-1.14,284.15618,12.86,8376710.41534116,7861,0,,,0.156177272453249,550,-0.0500892377585842,-0.161115268716571,-0.161115268716571,-0.0122887267120859,0.246521476222938,DDA for preferred ion,C2H5;C2H6;C3H7;C4H10;C4H8;C4H9;CH3;CH3CH=CH2;CH4;H2C=CH2,0.0,7921422.03870515,0.0,31151.5542511364,1000.0,8.12827537635823,1000.0,17.7520672676844,22,20,0,0,0,0,0,0,0.909090909090909,0.0,0.0,0.0,0.0,0,0.0,13.0,-0.909090909090909,13.0,13.0,22,0.59090909090909,darkorange,284,0.16111263453746005,-0.05614788502720103,0.01301653059289265,-0.20779802764798205,0.050087155255823745,-0.2218789264031784,0.010501073555360563,-0.2465238568573227,-0.2465238568573227,-0.4044012788496616,-0.35175598869176383,-0.40928246751911956,-0.45025475514705704,0.28689810771805924,CH,2,0,7952573.59295628,0.0,7921422.03870515,8.12827537635823,31151.5542511364,17.7520672676844,2.91347608132045e-05,-7.9903114874785,#a6611a,0.0,None,Ruthenium2,0083,Ruthenium2_0083,None,None,None,,0.16111263453746005,0.24752404902886838,0.1159459427958609,-0.011179086729555365,0.3986174896540433,-0.19231065037348571,-0.08472130194508054,0.04877801371338819,C12,10,10.27422911800189,C22 H20,0,9.468548947224999,C22 H20,0,6.45425690734282,C22 H20,0,10.150289954660508,C22,10,130.97511549988542,C22 H20,0,6.45959544648042,C22 H20,0,15.777212187942228,C22 H20,0,17.765427787712635,C22 H20,0,8.882713893856318,C22 H20,0,8.88764756886078,C22 H20,0,5.924001601124616,C22 H20,0,8.125988668506354,C22 H20,0,3.6006401991339727,C22 H20,0,16.689024825700486,C12,5,5.137114559000945,C16 H4,2,4.448927185000627,C22 H20,0,4.731406239912242,C22 H20,0,3.4635548727769407,C17,5,12.725106408056693,C22 H20,0,7.104815783393591,C22 H20,0,6.7639295682359615,C22 H20,0,4.895716248269137
86,86,,,C19 H16,Full match,No results,Partial match,-1.44,244.12485,11.998,8164803.07067413,142,0,,,0.12484776595187,511,0.229395479443355,-0.147745263887799,-0.147745263887799,-0.0198850946698599,0.20246446675182,DDA for preferred ion,C2H5;C2H6;C3H7;C4H8;CH3;CH3CH=CH2;CH4;H2C=CH2,0.0,7452446.7950309,0.0,60412.334590871,1000.0,13.518028829511,1000.0,18.3149501157264,19,16,0,0,0,0,0,0,0.842105263157894,0.0,0.0,0.0,0.0,0,0.0,12.0,-0.842105263157894,12.0,12.0,19,0.631578947368421,darkorange,244,0.14774310993186646,-0.038910200756760105,0.020510476240559683,-0.16919618756790555,-0.22939716016821876,-0.18129339867374483,0.018349391544234095,-0.20246640272515037,-0.20246640272515037,-0.3381023827776346,-0.29287365129968634,-0.3422959197675368,-0.37749611696659713,0.2558081879899987,CH,2,0,7512859.12962177,0.0,7452446.7950309,13.518028829511,60412.334590871,18.3149501157264,0.000220845433615904,-6.94672722069462,#a6611a,0.0,None,Ruthenium2,0086,Ruthenium2_0086,None,None,None,,0.14774310993186646,0.22198106457003064,0.10893940752285403,-0.00027651297608599634,0.35178877640163364,-0.15589063970324446,-0.06345825429227148,0.05123395620356064,C11,8,9.418043358168399,C19 H16,0,8.134642019768133,C19 H16,0,5.544996359789321,C19 H16,0,8.720340955961442,C19,8,113.11487247717378,C19 H16,0,5.549582818077169,C19 H16,0,13.554555606584964,C19 H16,0,15.262676064365447,C19 H16,0,7.6313380321827236,C19 H16,0,7.635576662645201,C19 H16,0,5.089442175171436,C19 H16,0,6.981218478504499,C19 H16,0,3.0933904682961666,C19 H16,0,14.337914222419947,C11,4,4.709021679084199,C13,2,3.540417476207458,C19 H16,0,4.064856846208019,C19 H16,0,2.97561740060723,C15,4,11.228035065932376,C19 H16,0,6.103906029998789,C19 H16,0,5.811043063852992,C19 H16,0,4.206019246666452
87,87,,,C20 H22,Full match,No results,Partial match,-1.17,262.17184,12.896,7964382.59575615,324,0,,,0.171844698286748,655,0.136270576934123,-0.120899846723603,-0.120899846723603,0.016412420888912,0.25519923517362,DDA for preferred ion,C2H5;C2H6;C3H7;C4H10;C4H8;C4H9;CH3;CH3CH=CH2;H2C=CH2,0.0,7210004.16870652,0.0,63249.1853699596,1000.0,14.7968319813974,1000.0,48.7949531702182,20,22,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0,0.0,10.0,-1.1,10.0,10.0,20,0.5,darkorange,262,0.12090462309828354,-0.07954707981252795,-0.015733714551060984,-0.21946449046731686,-0.13626533952634645,-0.23245599090029145,-0.01805455796881006,-0.2551942145202588,-0.2551942145202588,-0.4008571179917908,-0.35228484133733673,-0.40536066324239073,-0.4431630437375702,0.2369584388168846,CH,1,0,7273253.35407648,0.0,7210004.16870652,14.7968319813974,63249.1853699596,48.7949531702182,0.000315786455312645,-6.83280938492522,#a6611a,0.0,None,Ruthenium2,0087,Ruthenium2_0087,None,None,None,,0.12090462309828354,0.20063063691998195,0.07923234737791063,-0.03805738709394291,0.3400344159989004,-0.20517532668128524,-0.10590985428552813,0.017261006277578872,C9,11,7.705671838501417,C20 H22,0,8.735995255983099,C20 H22,0,5.954910096331911,C20 H22,0,9.364991973427458,C20,11,119.06828681807767,C20 H22,0,5.959835608449965,C20 H22,0,14.556575838042908,C20 H22,0,16.390969063897895,C20 H22,0,8.195484531948948,C20 H22,0,8.200036503077127,C20 H22,0,5.465679078421853,C20 H22,0,7.497304904258741,C20 H22,0,3.322069292080406,C20 H22,0,15.397844222691868,C10 H2,5,4.352835919250709,C14 H6,2,3.9499927188798183,C20 H22,0,4.365351301068791,C20 H22,0,3.1955898528976046,C15 H2,5,11.353767230401298,C20 H22,0,6.555137151881205,C20 H22,0,6.2406242972668915,C20 H22,0,4.516949128942624
88,88,,,C20 H42 O3,Full match,No results,Partial match,-1.3,330.31297,15.377,7785023.42098896,7,0,,,0.312965125455776,947,-0.251675347400578,-0.0558666947496249,-0.0558666947496249,0.117134423335358,0.417984351557095,DDA for other ion,NH3,0.0,143247.477310181,0.0,7008954.30898883,1000.0,12.325608407013,1000.0,15.6589330611256,20,42,0,3,0,0,0,0,2.1,0.15,0.0,0.0,0.0,0,0.0,0.0,-1.8,0.0,-3.0,17,0.0,royalblue,330,0.05586193064175404,-0.19668921035798803,-0.11629010187556332,-0.3729725803343058,0.2516712359076223,-0.38934070397709775,-0.11921415612266628,-0.4179888233801421,-0.4179888233801421,0.39848900175729796,0.45968570755678684,0.3928149392521618,0.3451873352561279,0.20207931443803773,CHO,2,0,7152201.78629901,0.0,143247.477310181,12.325608407013,7008954.30898883,15.6589330611256,0.000411888397604475,5.61261758201311,#018571,0.0,None,Ruthenium2,0088,Ruthenium2_0088,None,None,None,,0.05586193064175404,0.1563095470285134,0.003358606257847896,-0.14441592415670357,0.3319457873538454,-0.3549695174234557,-0.22990393827700473,-0.07471971723299475,H2 O3,20,3.567468771923597,C17 H36,3,8.006570475767985,C14 H30,3,4.502652615024075,C17 H42,3,8.799049923926633,C20 O3,21,142.87437533749795,C17 H42,3,5.5996728247012335,C20 H36,3,15.339979951059474,C20 H42,3,17.651150885683816,C20 H42 O,1,9.325575442841908,C20 H42 O3,0,10.331310518189122,C20 H42 O3,0,6.886265412447371,C20 H42 O3,0,9.44593173291032,C20 H42 O3,0,4.185509345786942,C20 H42 O3,0,19.399902660876954,H2 O3,10,1.7837343859617985,C5 H2 O3,5,2.4964571604826653,C11 H18,3,2.499951103315031,C5 H24,3,1.0261565965798387,C10 H2 O3,10,10.604279912175945,C14 H42,3,5.258884869596487,C14 H36,3,4.862626881993237,C11 H24,3,2.690950769360398
89,89,,,C16 H12 O2,Full match,No results,Partial match,-1.51,236.08337,7.139,7734984.16782305,700,0,,,0.083372211054666,353,0.250356146696078,-0.180241600954673,-0.180241600954673,-0.0565931473183809,0.158432216754335,No MS2,,7042703.25207839,0.0,157960.563813852,0.0,13.9013816850687,1000.0,3.09128443699872,1000.0,16,12,0,2,0,0,0,0,0.75,0.125,0.0,0.0,0.0,0,0.0,11.0,-0.5,11.0,9.0,14,0.642857142857142,darkorange,236,0.18024388458201202,-0.0002610603633286246,0.057202297722568574,-0.12625542279772617,-0.25035343448627145,-0.1379541514009759,0.05511239922202549,-0.1584297160536039,-0.1584297160536039,-0.28959784278890766,-0.2458589471044661,-0.293653244542611,-0.3276939461729853,0.28474929567502727,CHO,0,2,0.0,7200663.81589224,7042703.25207839,13.9013816850687,157960.563813852,3.09128443699872,0.000260795572543339,-5.47849296781904,#a6611a,0.0,None,Ruthenium2,0089,Ruthenium2_0089,None,None,None,,0.18024388458201202,0.25203643873160786,0.14271837731305936,0.03710003256432515,0.3775682805788847,-0.11338816008529307,-0.02400050026707845,0.08691374531909446,C10 O2,6,10.844293952839633,C14 H8,2,5.866687351988781,C12 H4,2,3.3623444798646274,C14 H12,2,6.433093396929468,C16 O2,6,111.12535513407566,C14 H12,2,4.093989531255585,C16 H8,2,11.108069278651538,C16 H12,2,12.759924341018255,C16 H12,1,6.379962170509128,C16 H12 O2,0,7.384061180713621,C16 H12 O2,0,4.921796225427582,C16 H12 O2,0,6.751257519736203,C16 H12 O2,0,2.9914943537247054,C16 H12 O2,0,13.865624104086393,C10 O2,3,5.422146976419817,C13 H4 O2,1,4.3579164244600825,C13 H4 O,1,2.9309606817364404,C6,2,0.877600724510044,C13 O2,3,11.726424415198352,C12 H12,2,3.9028436957927988,C12 H8,2,3.6196276198983215,C10,2,2.067473200365303
90,90,,,C16 H12 O2,Full match,No results,Partial match,-1.71,236.08333,7.448,7693557.52757983,700,0,,,0.083325057742627,353,0.250309359495304,-0.1802887016147,-0.1802887016147,-0.0566402726749118,0.158385048450441,DDA for preferred ion,CO2,7125431.26848527,0.0,129210.666706093,0.0,11.2758348298912,1000.0,10.4699557083958,1000.0,16,12,0,2,0,0,0,0,0.75,0.125,0.0,0.0,0.0,0,0.0,11.0,-0.5,11.0,9.0,14,0.642857142857142,darkorange,236,0.18028383991745045,-0.00022107444459606995,0.05724227390521719,-0.12621541553156135,-0.25031374505729787,-0.13791414215268105,0.05515237575872334,-0.15838970333609836,-0.15838970333609836,-0.2895578078473875,-0.24581891957370772,-0.29361320891393916,-0.3276539047767528,0.2847892333039681,CHO,0,2,0.0,7254641.93519136,7125431.26848527,11.2758348298912,129210.666706093,10.4699557083958,0.000112697627744957,-5.78518025766267,#a6611a,0.0,None,Ruthenium2,0090,Ruthenium2_0090,None,None,None,,0.18028383991745045,0.25207638190317994,0.14275833900654789,0.03714001215288931,0.37760820248135474,-0.11334815499921547,-0.02396051032616242,0.08695371646766148,C10 O2,6,10.844293952839633,C14 H8,2,5.866687351988781,C12 H4,2,3.3623444798646274,C14 H12,2,6.433093396929468,C16 O2,6,111.12535513407566,C14 H12,2,4.093989531255585,C16 H8,2,11.108069278651538,C16 H12,2,12.759924341018255,C16 H12,1,6.379962170509128,C16 H12 O2,0,7.384061180713621,C16 H12 O2,0,4.921796225427582,C16 H12 O2,0,6.751257519736203,C16 H12 O2,0,2.9914943537247054,C16 H12 O2,0,13.865624104086393,C10 O2,3,5.422146976419817,C13 H4 O2,1,4.3579164244600825,C13 H4 O,1,2.9309606817364404,C6,2,0.877600724510044,C13 O2,3,11.726424415198352,C12 H12,2,3.9028436957927988,C12 H8,2,3.6196276198983215,C10,2,2.067473200365303
91,91,,,C19 H14 O2,Full match,No results,Partial match,0.32,274.09947,7.782,7655095.14954565,2159,0,,,0.0994670586592292,363,-0.0287163946908322,-0.206596027039438,-0.206596027039438,-0.0630366779547558,0.186613846537682,DDA for preferred ion,CO2,6933751.38278009,0.0,360753.783798246,0.0,14.7125860414701,1000.0,14.0108459311343,1000.0,19,14,0,2,0,0,0,0,0.736842105263157,0.105263157894736,0.0,0.0,0.0,0,0.0,13.0,-0.526315789473684,13.0,11.0,17,0.647058823529411,darkorange,274,0.206593176108413,-0.0029781704116658148,0.0637384136313699,-0.14926118884812922,0.028714077974370866,-0.1628437436457375,0.061311982361075934,-0.18661645334248078,-0.18661645334248078,-0.33890635846813666,-0.2881242634586556,-0.3436147946079018,-0.38313701201496997,0.32792691423964015,CHO,0,2,0.0,7294505.16657833,6933751.38278009,14.7125860414701,360753.783798246,14.0108459311343,0.000368690637268187,-4.26454967631948,#a6611a,0.0,None,Ruthenium2,0091,Ruthenium2_0091,None,None,None,,0.206593176108413,0.28994636207124813,0.16302500079007132,0.0403991152060712,0.4356923810240687,-0.1343219328987857,-0.030540331591055292,0.09823424465554353,C12 O2,7,12.556665472506614,C17 H10,2,7.133429596418786,C15 H6,2,4.225822075693232,C17 H14,2,7.791041816528682,C19 O2,7,128.98559815678732,C17 H14,2,4.95818133927096,C19 H10,2,13.21881098672072,C19 H14,2,15.136657882186855,C19 H14,1,7.568328941093427,C19 H14 O2,0,8.5730879990606,C19 H14 O2,0,5.714334039409612,C19 H14 O2,0,7.838386411557935,C19 H14 O2,0,3.4732031216318107,C19 H14 O2,0,16.098351936290477,C13 H2 O2,3,6.778332736253307,C16 H6 O2,1,5.220680987649835,C16 H6 O,1,3.5639480796009364,C9 H2,2,1.3409696417224106,C16 H2 O2,3,14.097763592853749,C15 H14,2,4.853355790294395,C15 H10,2,4.524534524872902,C13 H2,2,2.722442681221441
92,92,,7-Hydroxycoumarine,C9 H6 O3,Full match,Full match,Full match,-0.78,162.03157,6.85,7612486.08290044,113,9,79.2,9.0,0.0315674243196895,195,-0.226490113745541,-0.149359164260147,-0.149359164260147,-0.0644952767078735,0.0830835063736401,DDA for preferred ion,CO,0.0,5784317.29774138,0.0,371389.893946251,1000.0,44.6970827704873,1000.0,17.9775506526112,9,6,0,3,0,0,0,0,0.666666666666666,0.333333333333333,0.0,0.0,0.0,0,0.0,7.0,0.0,7.0,4.0,6,0.666666666666666,darkorange,162,0.14935664295933293,0.025470324231093855,0.06490926534809205,-0.061003637727310434,0.22648791380478883,-0.06903284945278187,0.06347490114364973,-0.08308588456193888,-0.08308588456193888,-0.17311076648769586,-0.14309136301250192,-0.17589411845835912,-0.1992573410736327,0.221082050102126,CHO,1,0,6155707.19168763,0.0,5784317.29774138,44.6970827704873,371389.893946251,17.9775506526112,0.0222568400492029,-3.96114023013992,#a6611a,0.792,7-Hydroxycoumarine,Ruthenium2,0092,Ruthenium2_0092,C1=CC(=CC2=C1C=CC(=O)O2)O,C1=CC(=CC2=C1C=CC(=O)O2)O,7-hydroxychromen-2-one,1.6,0.14935664295933293,0.1986301697781414,0.12360168674268834,0.05111243762510753,0.28478668905989935,-0.05217242365705488,0.009177187113778018,0.08530118241128548,C6 O3,3,8.560769090758033,C6,3,2.3991551228062864,C7 H2 O2,1,2.680345788929022,C6 H6,3,2.7878974182982805,C9 O3,3,77.38681758755526,C6 H6,3,1.7742044364186265,C9,3,5.9964805043433085,C9 H6,3,7.130200623505797,C9 H6 O,1,4.065100311752898,C9 H6 O3,0,5.067913591466937,C9 H6 O3,0,3.3779836562600787,C9 H6 O3,0,4.63360052231553,C9 H6 O3,0,2.0531567281208334,C9 H6 O3,0,9.516414224032728,C7 H2 O3,1,4.780384545379016,C9 H6 O3,0,3.6773066751379457,C9 H6 O3,0,2.697942037442454,C4 O2,1,0.9749879457458883,C8 H2 O3,1,9.107208570051627,C3 H6,3,1.051307412288009,C3,3,0.8569273055661908,C6 O2,1,1.7916348755207177
